NU_ANO,TP_LOCALIZACAO_ESC,Q006,SG_UF_PROVA,QTD
2019,1.0,C,SE,719
2019,1.0,C,SP,23236
2019,1.0,C,TO,613
2019,1.0,D,AC,312
2019,1.0,D,AL,744
2019,1.0,D,AM,1805
2019,1.0,D,AP,369
2019,1.0,D,BA,3783
2019,1.0,D,CE,4255
2019,1.0,D,DF,2081
2019,1.0,D,ES,2757
2019,1.0,D,GO,4292
2019,1.0,D,MA,1783
2019,1.0,D,MG,12344
2019,1.0,D,MS,1828
2019,1.0,D,MT,2200
2019,1.0,D,PA,2455
2019,1.0,D,PB,1264
2019,1.0,D,PE,3125
2019,1.0,D,PI,954
2019,1.0,D,PR,7387
2019,1.0,D,RJ,7261
2019,1.0,D,RN,1207
2019,1.0,D,RO,1218
2019,1.0,D,RR,155
2019,1.0,D,RS,5958
2019,1.0,D,SC,5226
2019,1.0,D,SE,622
2019,1.0,D,SP,32102
2019,1.0,D,TO,653
2019,1.0,D,AC,121
2019,1.0,D,AL,326
2019,1.0,D,AM,506
2019,1.0,D,AP,130
2019,1.0,D,BA,1435
2019,1.0,D,CE,1055
2019,1.0,D,DF,842
2019,1.0,D,ES,1135
2019,1.0,D,GO,1598
2019,1.0,D,MA,610
2019,1.0,D,MG,5128
2019,1.0,D,MS,747
2019,1.0,D,MT,885
2019,1.0,D,PA,951
2019,1.0,D,PB,502
2019,1.0,D,PE,1146
2019,1.0,D,PI,433
2019,1.0,D,PR,3495
2019,1.0,D,RJ,3345
2019,1.0,D,RN,532
2019,1.0,D,RO,464
2019,1.0,D,RR,85
2019,1.0,D,RS,2983
2019,1.0,D,SC,2820
2019,1.0,D,SE,260
2019,1.0,D,SP,13616
2019,1.0,D,TO,240
2019,1.0,E,AC,198
2019,1.0,E,AL,442
2019,1.0,E,AM,891
2019,1.0,E,AP,214
2019,1.0,E,BA,2137
2019,1.0,E,CE,1672
2019,1.0,E,DF,1412
2019,1.0,E,ES,1849
2019,1.0,E,GO,2306
2019,1.0,E,MA,831
2019,1.0,E,MG,7861
2019,1.0,E,MS,1110
2019,1.0,E,MT,1306
2019,1.0,E,PA,1341
2019,1.0,E,PB,686
2019,1.0,E,PE,1658
2019,1.0,E,PI,567
2019,1.0,E,PR,5424
2019,1.0,E,RJ,4456
2019,1.0,E,RN,791
2019,1.0,E,RO,733
2019,1.0,E,RR,110
2019,1.0,E,RS,4590
2019,1.0,E,SC,4692
2019,1.0,E,SE,385
2019,1.0,E,SP,23416
2019,1.0,E,TO,398
2019,1.0,F,AC,111
2019,1.0,F,AL,279
2019,1.0,F,AM,443
2019,1.0,F,AP,135
2019,1.0,F,BA,1322
2019,1.0,F,CE,782
2019,1.0,F,DF,891
2019,1.0,F,ES,907
2019,1.0,F,GO,1245
2019,1.0,F,MA,478
2019,1.0,F,MG,4238
2019,1.0,F,MS,530
2019,1.0,F,MT,655
2019,1.0,F,PA,800
2019,1.0,F,PB,403
2019,1.0,F,PE,965
2019,1.0,F,PI,373
2019,1.0,F,PR,2829
2019,1.0,F,RJ,2799
2019,1.0,F,RN,453
2019,1.0,F,RO,323
2019,1.0,F,RR,64
2019,1.0,F,RS,2526
2019,1.0,F,SC,2589
2019,1.0,F,SE,232
2019,1.0,F,SP,11928
2019,1.0,F,TO,228
2019,1.0,G,AC,101
2019,1.0,G,AL,253
2019,1.0,G,AM,387
2019,1.0,G,AP,115
2019,1.0,G,BA,1041
2019,1.0,G,CE,749
2019,1.0,G,DF,865
2019,1.0,G,ES,779
2019,1.0,G,GO,1138
2019,1.0,G,MA,421
2019,1.0,G,MG,3430
2019,1.0,G,MS,517
2019,1.0,G,MT,704
2019,1.0,G,PA,681
2019,1.0,G,PB,343
2019,1.0,G,PE,799
2019,1.0,G,PI,268
2019,1.0,G,PR,2391
2019,1.0,G,RJ,2243
2019,1.0,G,RN,409
2019,1.0,G,RO,308
2019,1.0,G,RR,63
2019,1.0,G,RS,2079
2019,1.0,G,SC,2208
2019,1.0,G,SE,218
2019,1.0,G,SP,10240
2019,1.0,G,TO,198
2019,1.0,G,AC,46
2019,1.0,G,AL,111
2019,1.0,G,AM,205
2019,1.0,G,AP,73
2019,1.0,G,BA,571
2019,1.0,G,CE,394
2019,1.0,G,DF,514
2019,1.0,G,ES,345
2019,1.0,G,GO,533
2019,1.0,G,MA,203
2019,1.0,G,MG,1625
2019,1.0,G,MS,290
2019,1.0,G,MT,323
2019,1.0,G,PA,347
2019,1.0,G,PB,178
2019,1.0,G,PE,461
2019,1.0,G,PI,146
2019,1.0,G,PR,1223
2019,1.0,G,RJ,1410
2019,1.0,G,RN,190
2019,1.0,G,RO,129
2019,1.0,G,RR,53
2019,1.0,G,RS,958
2019,1.0,G,SC,1001
2019,1.0,G,SE,120
2019,1.0,G,SP,4684
2019,1.0,G,TO,82
2019,1.0,G,AC,45
2019,1.0,G,AL,98
2019,1.0,G,AM,149
2019,1.0,G,AP,50
2019,1.0,G,BA,389
2019,1.0,G,CE,292
2019,1.0,G,DF,449
2019,1.0,G,ES,328
2019,1.0,G,GO,399
2019,1.0,G,MA,157
2019,1.0,G,MG,1304
2019,1.0,G,MS,236
2019,1.0,G,MT,257
2019,1.0,G,PA,287
2019,1.0,G,PB,144
2019,1.0,G,PE,304
2019,1.0,G,PI,117
2019,1.0,G,PR,954
2019,1.0,G,RJ,1082
2019,1.0,G,RN,134
2019,1.0,G,RO,121
2019,1.0,G,RR,31
2019,1.0,G,RS,722
2019,1.0,G,SC,743
2019,1.0,G,SE,99
2019,1.0,G,SP,3738
2019,1.0,G,TO,90
2019,1.0,G,AC,33
2019,1.0,G,AL,73
2019,1.0,G,AM,90
2019,1.0,G,AP,37
2019,1.0,G,BA,286
2019,1.0,G,CE,229
2019,1.0,G,DF,414
2019,1.0,G,ES,189
2019,1.0,G,GO,299
2019,1.0,G,MA,108
2019,1.0,G,MG,948
2019,1.0,G,MS,157
2019,1.0,G,MT,162
2019,1.0,G,PA,195
2019,1.0,G,PB,120
2019,1.0,G,PE,270
2019,1.0,G,PI,95
2019,1.0,G,PR,633
2019,1.0,G,RJ,870
2019,1.0,G,RN,124
2019,1.0,G,RO,60
2019,1.0,G,RR,20
2019,1.0,G,RS,580
2019,1.0,G,SC,470
2019,1.0,G,SE,59
2019,1.0,G,SP,2485
2019,1.0,G,TO,42
2019,1.0,G,AC,29
2019,1.0,G,AL,63
2019,1.0,G,AM,98
2019,1.0,G,AP,44
2019,1.0,G,BA,283
2019,1.0,G,CE,219
2019,1.0,G,DF,407
2019,1.0,G,ES,219
2019,1.0,G,GO,286
2019,1.0,G,MA,80
2019,1.0,G,MG,1007
2019,1.0,G,MS,137
2019,1.0,G,MT,187
2019,1.0,G,PA,177
2019,1.0,G,PB,99
2019,1.0,G,PE,275
2019,1.0,G,PI,102
2019,1.0,G,PR,698
2019,1.0,G,RJ,836
2019,1.0,G,RN,106
2019,1.0,G,RO,64
2019,1.0,G,RR,16
2019,1.0,G,RS,482
2019,1.0,G,SC,390
2019,1.0,G,SE,64
2019,1.0,G,SP,2481
2019,1.0,G,TO,48
2019,1.0,G,AC,32
2019,1.0,G,AL,100
2019,1.0,G,AM,120
2019,1.0,G,AP,44
2019,1.0,G,BA,436
2019,1.0,G,CE,322
2019,1.0,G,DF,662
2019,1.0,G,ES,283
2019,1.0,G,GO,398
2019,1.0,G,MA,116
2019,1.0,G,MG,1308
2019,1.0,G,MS,174
2019,1.0,G,MT,218
2019,1.0,G,PA,267
2019,1.0,G,PB,168
2019,1.0,G,PE,352
2019,1.0,G,PI,121
2019,1.0,G,PR,905
2019,1.0,G,RJ,1232
2019,1.0,G,RN,171
2019,1.0,G,RO,68
2019,1.0,G,RR,20
2019,1.0,G,RS,702
2019,1.0,G,SC,578
2019,1.0,G,SE,105
2019,1.0,G,SP,3588
2019,1.0,G,TO,64
2019,1.0,G,AC,40
2019,1.0,G,AL,80
2019,1.0,G,AM,114
2019,1.0,G,AP,39
2019,1.0,G,BA,358
2019,1.0,G,CE,302
2019,1.0,G,DF,572
2019,1.0,G,ES,223
2019,1.0,G,GO,316
2019,1.0,G,MA,137
2019,1.0,G,MG,1032
2019,1.0,G,MS,136
2019,1.0,G,MT,177
2019,1.0,G,PA,192
2019,1.0,G,PB,133
2019,1.0,G,PE,315
2019,1.0,G,PI,112
2019,1.0,G,PR,744
2019,1.0,G,RJ,1071
2019,1.0,G,RN,135
2019,1.0,G,RO,46
2019,1.0,G,RR,20
2019,1.0,G,RS,526
2019,1.0,G,SC,442
2019,1.0,G,SE,79
2019,1.0,G,SP,2823
2019,1.0,G,TO,71
2019,1.0,G,AC,16
2019,1.0,G,AL,71
2019,1.0,G,AM,120
2019,1.0,G,AP,24
2019,1.0,G,BA,336
2019,1.0,G,CE,280
2019,1.0,G,DF,626
2019,1.0,G,ES,199
2019,1.0,G,GO,266
2019,1.0,G,MA,88
2019,1.0,G,MG,865
2019,1.0,G,MS,108
2019,1.0,G,MT,148
2019,1.0,G,PA,178
2019,1.0,G,PB,125
2019,1.0,G,PE,297
2019,1.0,G,PI,83
2019,1.0,G,PR,604
2019,1.0,G,RJ,1071
2019,1.0,G,RN,123
2019,1.0,G,RO,39
2019,1.0,G,RR,26
2019,1.0,G,RS,438
2019,1.0,G,SC,379
2019,1.0,G,SE,77
2019,1.0,G,SP,2611
2019,1.0,G,TO,52
2019,1.0,G,AC,28
2019,1.0,G,AL,100
2019,1.0,G,AM,136
2019,1.0,G,AP,34
2019,1.0,G,BA,460
2019,1.0,G,CE,421
2019,1.0,G,DF,873
2019,1.0,G,ES,253
2019,1.0,G,GO,389
2019,1.0,G,MA,125
2019,1.0,G,MG,1170
2019,1.0,G,MS,156
2019,1.0,G,MT,212
2019,1.0,G,PA,230
2019,1.0,G,PB,159
2019,1.0,G,PE,525
2019,1.0,G,PI,126
2019,1.0,G,PR,805
2019,1.0,G,RJ,1660
2019,1.0,G,RN,161
2019,1.0,G,RO,47
2019,1.0,G,RR,24
2019,1.0,G,RS,605
2019,1.0,G,SC,396
2019,1.0,G,SE,100
2019,1.0,G,SP,4311
2019,1.0,G,TO,54
2019,2.0,A,AC,40
2019,2.0,A,AL,102
2019,2.0,A,AM,182
2019,2.0,A,AP,61
2019,2.0,A,BA,552
2019,2.0,A,CE,540
2019,2.0,A,DF,16
2019,2.0,A,ES,17
2019,2.0,A,GO,19
2019,2.0,A,MA,589
2019,2.0,A,MG,127
2019,2.0,A,MS,73
2019,2.0,A,MT,26
2019,2.0,A,PA,220
2019,2.0,A,PB,120
2019,2.0,A,PE,291
2019,2.0,A,PI,171
2019,2.0,A,PR,43
2019,2.0,A,RJ,74
2019,2.0,A,RN,47
2019,2.0,A,RO,32
2019,2.0,A,RR,7
2019,2.0,A,RS,46
2019,2.0,A,SC,13
2019,2.0,A,SE,112
2019,2.0,A,SP,54
2019,2.0,A,TO,62
2019,2.0,B,AC,174
2019,2.0,B,AL,409
2019,2.0,B,AM,522
2019,2.0,B,AP,186
2019,2.0,B,BA,2124
2019,2.0,B,CE,3723
2019,2.0,B,DF,124
2019,2.0,B,ES,214
2019,2.0,B,GO,173
2019,2.0,B,MA,1830
2019,2.0,B,MG,1027
2019,2.0,B,MS,250
2019,2.0,B,MT,267
2019,2.0,B,PA,944
2019,2.0,B,PB,484
2019,2.0,B,PE,1363
2019,2.0,B,PI,542
2019,2.0,B,PR,392
2019,2.0,B,RJ,540
2019,2.0,B,RN,299
2019,2.0,B,RO,98
2019,2.0,B,RR,43
2019,2.0,B,RS,312
2019,2.0,B,SC,119
2019,2.0,B,SE,515
2019,2.0,B,SP,450
2019,2.0,B,TO,214
2019,2.0,C,AC,106
2019,2.0,C,AL,152
2019,2.0,C,AM,206
2019,2.0,C,AP,101
2019,2.0,C,BA,787
2019,2.0,C,CE,1159
2019,2.0,C,DF,164
2019,2.0,C,ES,291
2019,2.0,C,GO,256
2019,2.0,C,MA,724
2019,2.0,C,MG,742
2019,2.0,C,MS,255
2019,2.0,C,MT,415
2019,2.0,C,PA,388
2019,2.0,C,PB,182
2019,2.0,C,PE,705
2019,2.0,C,PI,162
2019,2.0,C,PR,655
2019,2.0,C,RJ,645
2019,2.0,C,RN,191
2019,2.0,C,RO,178
2019,2.0,C,RR,37
2019,2.0,C,RS,486
2019,2.0,C,SC,248
2019,2.0,C,SE,97
2019,2.0,C,SP,877
2019,2.0,C,TO,136
2019,2.0,C,AC,13
2019,2.0,C,AL,28
2019,2.0,C,AM,33
2019,2.0,C,AP,14
2019,2.0,C,BA,132
2019,2.0,C,CE,108
2019,2.0,C,DF,37
2019,2.0,C,ES,90
2019,2.0,C,GO,75
2019,2.0,C,MA,101
2019,2.0,C,MG,248
2019,2.0,C,MS,57
2019,2.0,C,MT,144
2019,2.0,C,PA,84
2019,2.0,C,PB,32
2019,2.0,C,PE,134
2019,2.0,C,PI,17
2019,2.0,C,PR,173
2019,2.0,C,RJ,200
2019,2.0,C,RN,39
2019,2.0,C,RO,67
2019,2.0,C,RR,4
2019,2.0,C,RS,188
2019,2.0,C,SC,106
2019,2.0,C,SE,24
2019,2.0,C,SP,312
2019,2.0,C,TO,34
2019,2.0,D,AC,19
2019,2.0,D,AL,25
2019,2.0,D,AM,25
2019,2.0,D,AP,8
2019,2.0,D,BA,143
2019,2.0,D,CE,120
2019,2.0,D,DF,36
2019,2.0,D,ES,122
2019,2.0,D,GO,98
2019,2.0,D,MA,95
2019,2.0,D,MG,288
2019,2.0,D,MS,61
2019,2.0,D,MT,174
2019,2.0,D,PA,66
2019,2.0,D,PB,33
2019,2.0,D,PE,103
2019,2.0,D,PI,17
2019,2.0,D,PR,259
2019,2.0,D,RJ,182
2019,2.0,D,RN,32
2019,2.0,D,RO,48
2019,2.0,D,RR,10
2019,2.0,D,RS,188
2019,2.0,D,SC,144
2019,2.0,D,SE,14
2019,2.0,D,SP,457
2019,2.0,D,TO,21
2019,2.0,D,AC,8
2019,2.0,D,AL,9
2019,2.0,D,AM,6
2019,2.0,D,AP,4
2019,2.0,D,BA,38
2019,2.0,D,CE,17
2019,2.0,D,DF,13
2019,2.0,D,ES,37
2019,2.0,D,GO,28
2019,2.0,D,MA,26
2019,2.0,D,MG,114
2019,2.0,D,MS,23
2019,2.0,D,MT,63
2019,2.0,D,PA,20
2019,2.0,D,PB,16
2019,2.0,D,PE,31
2019,2.0,D,PI,9
2019,2.0,D,PR,73
2019,2.0,D,RJ,94
2019,2.0,D,RN,21
2019,2.0,D,RO,16
2019,2.0,D,RR,3
2019,2.0,D,RS,101
2019,2.0,D,SC,61
2019,2.0,D,SE,6
2019,2.0,D,SP,146
2019,2.0,D,TO,7
2019,2.0,E,AC,7
2019,2.0,E,AL,7
2019,2.0,E,AM,8
2019,2.0,E,AP,10
2019,2.0,E,BA,57
2019,2.0,E,CE,21
2019,2.0,E,DF,10
2019,2.0,E,ES,67
2019,2.0,E,GO,62
2019,2.0,E,MA,27
2019,2.0,E,MG,227
2019,2.0,E,MS,28
2019,2.0,E,MT,92
2019,2.0,E,PA,33
2019,2.0,E,PB,15
2019,2.0,E,PE,38
2019,2.0,E,PI,11
2019,2.0,E,PR,149
2019,2.0,E,RJ,97
2019,2.0,E,RN,29
2019,2.0,E,RO,21
2019,2.0,E,RR,9
2019,2.0,E,RS,144
2019,2.0,E,SC,103
2019,2.0,E,SE,8
2019,2.0,E,SP,300
2019,2.0,E,TO,16
2019,2.0,F,AC,2
2019,2.0,F,AL,2
2019,2.0,F,AM,4
2019,2.0,F,AP,2
2019,2.0,F,BA,30
2019,2.0,F,CE,10
2019,2.0,F,DF,6
2019,2.0,F,ES,33
2019,2.0,F,GO,31
2019,2.0,F,MA,14
2019,2.0,F,MG,93
2019,2.0,F,MS,25
2019,2.0,F,MT,35
2019,2.0,F,PA,9
2019,2.0,F,PB,6
2019,2.0,F,PE,21
2019,2.0,F,PI,3
2019,2.0,F,PR,53
2019,2.0,F,RJ,34
2019,2.0,F,RN,15
2019,2.0,F,RO,17
2019,2.0,F,RR,3
2019,2.0,F,RS,72
2019,2.0,F,SC,37
2019,2.0,F,SE,4
2019,2.0,F,SP,116
2019,2.0,F,TO,7
2019,2.0,G,AC,3
2019,2.0,G,AM,2
2019,2.0,G,AP,2
2019,2.0,G,BA,23
2019,2.0,G,CE,9
2019,2.0,G,DF,7
2019,2.0,G,ES,26
2019,2.0,G,GO,32
2019,2.0,G,MA,11
2019,2.0,G,MG,92
2019,2.0,G,MS,16
2019,2.0,G,MT,38
2019,2.0,G,PA,7
2019,2.0,G,PB,4
2019,2.0,G,PE,16
2019,2.0,G,PI,1
2019,2.0,G,PR,62
2019,2.0,G,RJ,37
2019,2.0,G,RN,13
2019,2.0,G,RO,16
2019,2.0,G,RR,4
2019,2.0,G,RS,66
2019,2.0,G,SC,51
2019,2.0,G,SE,3
2019,2.0,G,SP,103
2019,2.0,G,TO,5
2019,2.0,G,AC,2
2019,2.0,G,AL,1
2019,2.0,G,AM,4
2019,2.0,G,AP,2
2019,2.0,G,BA,13
2019,2.0,G,CE,2
2019,2.0,G,DF,2
2019,2.0,G,ES,10
2019,2.0,G,GO,13
2019,2.0,G,MA,6
2019,2.0,G,MG,40
2019,2.0,G,MS,3
2019,2.0,G,MT,24
2019,2.0,G,PA,3
2019,2.0,G,PE,4
2019,2.0,G,PI,2
2019,2.0,G,PR,18
2019,2.0,G,RJ,21
2019,2.0,G,RN,12
2019,2.0,G,RO,6
2019,2.0,G,RR,2
2019,2.0,G,RS,26
2019,2.0,G,SC,25
2019,2.0,G,SE,2
2019,2.0,G,SP,38
2019,2.0,G,TO,4
2019,2.0,G,AC,1
2019,2.0,G,AM,1
2019,2.0,G,AP,1
2019,2.0,G,BA,9
2019,2.0,G,CE,3
2019,2.0,G,DF,3
2019,2.0,G,ES,7
2019,2.0,G,GO,6
2019,2.0,G,MA,2
2019,2.0,G,MG,40
2019,2.0,G,MS,5
2019,2.0,G,MT,18
2019,2.0,G,PA,4
2019,2.0,G,PE,5
2019,2.0,G,PR,22
2019,2.0,G,RJ,17
2019,2.0,G,RN,2
2019,2.0,G,RO,4
2019,2.0,G,RS,25
2019,2.0,G,SC,16
2019,2.0,G,SE,2
2019,2.0,G,SP,27
2019,2.0,G,TO,2
2019,2.0,G,AM,1
2019,2.0,G,BA,3
2019,2.0,G,ES,5
2019,2.0,G,GO,9
2019,2.0,G,MA,2
2019,2.0,G,MG,21
2019,2.0,G,MS,2
2019,2.0,G,MT,6
2019,2.0,G,PA,1
2019,2.0,G,PB,1
2019,2.0,G,PR,3
2019,2.0,G,RJ,10
2019,2.0,G,RN,1
2019,2.0,G,RO,2
2019,2.0,G,RS,10
2019,2.0,G,SC,8
2019,2.0,G,SP,14
2019,2.0,G,TO,1
2019,2.0,G,AL,1
2019,2.0,G,AM,1
2019,2.0,G,BA,1
2019,2.0,G,CE,1
2019,2.0,G,DF,1
2019,2.0,G,ES,7
2019,2.0,G,GO,8
2019,2.0,G,MA,1
2019,2.0,G,MG,15
2019,2.0,G,MS,2
2019,2.0,G,MT,5
2019,2.0,G,PB,1
2019,2.0,G,PE,2
2019,2.0,G,PI,1
2019,2.0,G,PR,12
2019,2.0,G,RJ,2
2019,2.0,G,RN,4
2019,2.0,G,RS,10
2019,2.0,G,SC,6
2019,2.0,G,SE,2
2019,2.0,G,SP,12
2019,2.0,G,TO,2
2019,2.0,G,AL,1
2019,2.0,G,BA,3
2019,2.0,G,CE,1
2019,2.0,G,DF,2
2019,2.0,G,ES,11
2019,2.0,G,GO,3
2019,2.0,G,MA,10
2019,2.0,G,MG,14
2019,2.0,G,MS,2
2019,2.0,G,MT,5
2019,2.0,G,PA,1
2019,2.0,G,PE,2
2019,2.0,G,PI,1
2019,2.0,G,PR,15
2019,2.0,G,RJ,10
2019,2.0,G,RN,5
2019,2.0,G,RO,3
2019,2.0,G,RS,20
2019,2.0,G,SC,13
2019,2.0,G,SP,15
2019,2.0,G,TO,1
2019,2.0,G,AM,1
2019,2.0,G,AP,1
2019,2.0,G,CE,1
2019,2.0,G,DF,1
2019,2.0,G,ES,2
2019,2.0,G,GO,5
2019,2.0,G,MA,4
2019,2.0,G,MG,11
2019,2.0,G,MS,1
2019,2.0,G,MT,6
2019,2.0,G,PA,1
2019,2.0,G,PE,1
2019,2.0,G,PR,8
2019,2.0,G,RJ,2
2019,2.0,G,RS,2
2019,2.0,G,SC,4
2019,2.0,G,SP,15
2019,2.0,G,TO,1
2019,2.0,G,AL,1
2019,2.0,G,BA,1
2019,2.0,G,CE,1
2019,2.0,G,ES,1
2019,2.0,G,GO,7
2019,2.0,G,MA,3
2019,2.0,G,MG,6
2019,2.0,G,MT,1
2019,2.0,G,PE,2
2019,2.0,G,PR,3
2019,2.0,G,RJ,3
2019,2.0,G,RS,11
2019,2.0,G,SC,4
2019,2.0,G,SP,8
2019,2.0,G,TO,1
2019,2.0,G,AM,1
2019,2.0,G,ES,2
2019,2.0,G,GO,3
2019,2.0,G,MA,4
2019,2.0,G,MG,2
2019,2.0,G,MS,2
2019,2.0,G,MT,3
2019,2.0,G,PA,1
2019,2.0,G,PE,2
2019,2.0,G,PR,4
2019,2.0,G,RJ,4
2019,2.0,G,RS,10
2019,2.0,G,SC,6
2019,2.0,G,SP,14
2019,2.0,G,TO,1
2020,1.0,A,AC,317
2020,1.0,A,AL,1532
2020,1.0,A,AM,3239
2020,1.0,A,AP,311
2020,1.0,A,BA,4758
2020,1.0,A,CE,10453
2020,1.0,A,DF,432
2020,1.0,A,ES,677
2020,1.0,A,GO,1225
2020,1.0,A,MA,3441
2020,1.0,A,MG,1847
2020,1.0,A,MS,274
2020,1.0,A,MT,363
2020,1.0,A,PA,3346
2020,1.0,A,PB,2517
2020,1.0,A,PE,5712
2020,1.0,A,PI,2240
2020,1.0,A,PR,636
2020,1.0,A,RJ,2437
2020,1.0,A,RN,1115
2020,1.0,A,RO,495
2020,1.0,A,RR,154
2020,1.0,A,RS,691
2020,1.0,A,SC,267
2020,1.0,A,SE,1204
2020,1.0,A,SP,3321
2020,1.0,A,TO,675
2020,1.0,B,AC,1332
2020,1.0,B,AL,5509
2020,1.0,B,AM,13666
2020,1.0,B,AP,1420
2020,1.0,B,BA,17418
2020,1.0,B,CE,61747
2020,1.0,B,DF,3180
2020,1.0,B,ES,4138
2020,1.0,B,GO,10794
2020,1.0,B,MA,10993
2020,1.0,B,MG,13105
2020,1.0,B,MS,2172
2020,1.0,B,MT,2551
2020,1.0,B,PA,13122
2020,1.0,B,PB,8174
2020,1.0,B,PE,20475
2020,1.0,B,PI,6426
2020,1.0,B,PR,4330
2020,1.0,B,RJ,11881
2020,1.0,B,RN,5121
2020,1.0,B,RO,2971
2020,1.0,B,RR,699
2020,1.0,B,RS,4749
2020,1.0,B,SC,2065
2020,1.0,B,SE,4737
2020,1.0,B,SP,18318
2020,1.0,B,TO,2875
2020,1.0,C,AC,493
2020,1.0,C,AL,1715
2020,1.0,C,AM,4741
2020,1.0,C,AP,496
2020,1.0,C,BA,6341
2020,1.0,C,CE,12303
2020,1.0,C,DF,2603
2020,1.0,C,ES,2974
2020,1.0,C,GO,8217
2020,1.0,C,MA,3250
2020,1.0,C,MG,10578
2020,1.0,C,MS,1903
2020,1.0,C,MT,2385
2020,1.0,C,PA,4898
2020,1.0,C,PB,2373
2020,1.0,C,PE,6162
2020,1.0,C,PI,1707
2020,1.0,C,PR,5515
2020,1.0,C,RJ,9716
2020,1.0,C,RN,1960
2020,1.0,C,RO,1904
2020,1.0,C,RR,365
2020,1.0,C,RS,5131
2020,1.0,C,SC,3137
2020,1.0,C,SE,1255
2020,1.0,C,SP,21884
2020,1.0,C,TO,1191
2020,1.0,C,AC,293
2020,1.0,C,AL,1263
2020,1.0,C,AM,2153
2020,1.0,C,AP,287
2020,1.0,C,BA,4278
2020,1.0,C,CE,5288
2020,1.0,C,DF,2055
2020,1.0,C,ES,2462
2020,1.0,C,GO,5854
2020,1.0,C,MA,1804
2020,1.0,C,MG,9760
2020,1.0,C,MS,1710
2020,1.0,C,MT,1937
2020,1.0,C,PA,2920
2020,1.0,C,PB,1566
2020,1.0,C,PE,3637
2020,1.0,C,PI,1204
2020,1.0,C,PR,5887
2020,1.0,C,RJ,7534
2020,1.0,C,RN,1497
2020,1.0,C,RO,1259
2020,1.0,C,RR,240
2020,1.0,C,RS,4852
2020,1.0,C,SC,3741
2020,1.0,C,SE,880
2020,1.0,C,SP,21636
2020,1.0,C,TO,776
2020,1.0,D,AC,149
2020,1.0,D,AL,545
2020,1.0,D,AM,840
2020,1.0,D,AP,129
2020,1.0,D,BA,2043
