NU_ANO,TP_SEXO,TP_COR_RACA,SG_UF_PROVA,QTD
2019,M,1,MG,83188
2019,M,1,MS,12265
2019,M,1,MT,10895
2019,M,1,PA,17199
2019,M,1,PB,18083
2019,M,1,PE,32687
2019,M,1,PI,8864
2019,M,1,PR,56460
2019,M,1,RJ,59794
2019,M,1,RN,18210
2019,M,1,RO,5423
2019,M,1,RR,940
2019,M,1,RS,66847
2019,M,1,SC,32611
2019,M,1,SE,5400
2019,M,1,SP,186492
2019,M,1,TO,3517
2019,M,2,AC,2113
2019,M,2,AL,4699
2019,M,2,AM,3173
2019,M,2,AP,2617
2019,M,2,BA,42854
2019,M,2,CE,12389
2019,M,2,DF,5980
2019,M,2,ES,6361
2019,M,2,GO,8364
2019,M,2,MA,13866
2019,M,2,MG,29773
2019,M,2,MS,2529
2019,M,2,MT,5192
2019,M,2,PA,14986
2019,M,2,PB,6683
2019,M,2,PE,14822
2019,M,2,PI,8357
2019,M,2,PR,4785
2019,M,2,RJ,23386
2019,M,2,RN,5537
2019,M,2,RO,2895
2019,M,2,RR,411
2019,M,2,RS,6114
2019,M,2,SC,2220
2019,M,2,SE,5519
2019,M,2,SP,34800
2019,M,2,TO,3112
2019,M,3,AC,10348
2019,M,3,AL,20613
2019,M,3,AM,35710
2019,M,3,AP,11449
2019,M,3,BA,72197
2019,M,3,CE,84353
2019,M,3,DF,18306
2019,M,3,ES,19219
2019,M,3,GO,32565
2019,M,3,MA,54138
2019,M,3,MG,89124
2019,M,3,MS,12466
2019,M,3,MT,17776
2019,M,3,PA,74354
2019,M,3,PB,34179
2019,M,3,PE,58614
2019,M,3,PI,29934
2019,M,3,PR,22817
2019,M,3,RJ,48027
2019,M,3,RN,24983
2019,M,3,RO,13320
2019,M,3,RR,3486
2019,M,3,RS,11565
2019,M,3,SC,8025
2019,M,3,SE,18545
2019,M,3,SP,98367
2019,M,3,TO,10620
2019,M,4,AC,410
2019,M,4,AL,1055
2019,M,4,AM,731
2019,M,4,AP,227
2019,M,4,BA,2793
2019,M,4,CE,2370
2019,M,4,DF,774
2019,M,4,ES,538
2019,M,4,GO,2114
2019,M,4,MA,1310
2019,M,4,MG,3390
2019,M,4,MS,620
2019,M,4,MT,703
2019,M,4,PA,1755
2019,M,4,PB,1572
2019,M,4,PE,2535
2019,M,4,PI,1267
2019,M,4,PR,1845
2019,M,4,RJ,1541
2019,M,4,RN,911
2019,M,4,RO,532
2019,M,4,RR,52
2019,M,4,RS,384
2019,M,4,SC,375
2019,M,4,SE,748
2019,M,4,SP,7509
2019,M,4,TO,536
2019,M,5,AC,147
2019,M,5,AL,272
2019,M,5,AM,1703
2019,M,5,AP,115
2019,M,5,BA,1097
2019,M,5,CE,805
2019,M,5,DF,202
2019,M,5,ES,284
2019,M,5,GO,331
2019,M,5,MA,409
2019,M,5,MG,847
2019,M,5,MS,685
2019,M,5,MT,291
2019,M,5,PA,761
2019,M,5,PB,640
2019,M,5,PE,1427
2019,M,5,PI,265
2019,M,5,PR,210
2019,M,5,RJ,542
2019,M,5,RN,199
2019,M,5,RO,253
2019,M,5,RR,219
2019,M,5,RS,173
2019,M,5,SC,152
2019,M,5,SE,208
2019,M,5,SP,1451
2019,M,5,TO,146
2020,F,0,AC,415
2020,F,0,AL,1378
2020,F,0,AM,1820
2020,F,0,AP,501
2020,F,0,BA,6952
2020,F,0,CE,4764
2020,F,0,DF,1645
2020,F,0,ES,916
2020,F,0,GO,3531
2020,F,0,MA,2080
2020,F,0,MG,6921
2020,F,0,MS,811
2020,F,0,MT,1242
2020,F,0,PA,2978
2020,F,0,PB,1704
2020,F,0,PE,4622
2020,F,0,PI,1397
2020,F,0,PR,2448
2020,F,0,RJ,5093
2020,F,0,RN,1272
2020,F,0,RO,697
2020,F,0,RR,174
2020,F,0,RS,2745
2020,F,0,SC,1395
2020,F,0,SE,1335
2020,F,0,SP,7933
2020,F,0,TO,582
2020,F,1,AC,3804
2020,F,1,AL,13621
2020,F,1,AM,12728
2020,F,1,AP,4415
2020,F,1,BA,40099
2020,F,1,CE,37875
2020,F,1,DF,21295
2020,F,1,ES,20798
2020,F,1,GO,37089
2020,F,1,MA,25036
2020,F,1,MG,129024
2020,F,1,MS,20125
2020,F,1,MT,17061
2020,F,1,PA,29668
2020,F,1,PB,26887
2020,F,1,PE,52656
2020,F,1,PI,13790
2020,F,1,PR,90424
2020,F,1,RJ,91326
2020,F,1,RN,27630
2020,F,1,RO,9661
2020,F,1,RR,1684
2020,F,1,RS,115113
2020,F,1,SC,52015
2020,F,1,SE,8434
2020,F,1,SP,289505
2020,F,1,TO,6231
2020,F,2,AC,2364
2020,F,2,AL,6228
2020,F,2,AM,4454
2020,F,2,AP,3412
2020,F,2,BA,78405
2020,F,2,CE,12659
2020,F,2,DF,10139
2020,F,2,ES,9941
2020,F,2,GO,14146
2020,F,2,MA,20186
2020,F,2,MG,51872
2020,F,2,MS,3870
2020,F,2,MT,8388
2020,F,2,PA,23740
2020,F,2,PB,8258
2020,F,2,PE,20810
2020,F,2,PI,11387
2020,F,2,PR,7443
2020,F,2,RJ,45355
2020,F,2,RN,6752
2020,F,2,RO,4244
2020,F,2,RR,744
2020,F,2,RS,12617
2020,F,2,SC,3993
2020,F,2,SE,8151
2020,F,2,SP,59199
2020,F,2,TO,5589
2020,F,3,AC,16894
2020,F,3,AL,37270
2020,F,3,AM,69705
2020,F,3,AP,18277
2020,F,3,BA,146656
2020,F,3,CE,120676
2020,F,3,DF,34287
2020,F,3,ES,30410
2020,F,3,GO,64715
2020,F,3,MA,93690
2020,F,3,MG,155392
2020,F,3,MS,23062
2020,F,3,MT,33345
2020,F,3,PA,137703
2020,F,3,PB,54537
2020,F,3,PE,99677
2020,F,3,PI,51307
2020,F,3,PR,39620
2020,F,3,RJ,87722
2020,F,3,RN,38116
2020,F,3,RO,26513
2020,F,3,RR,6892
2020,F,3,RS,20901
2020,F,3,SC,15183
2020,F,3,SE,33263
2020,F,3,SP,172841
2020,F,3,TO,21642
2020,F,4,AC,936
2020,F,4,AL,2857
2020,F,4,AM,1877
2020,F,4,AP,515
2020,F,4,BA,7889
2020,F,4,CE,4523
2020,F,4,DF,2383
2020,F,4,ES,1209
2020,F,4,GO,5962
2020,F,4,MA,2718
2020,F,4,MG,9253
2020,F,4,MS,1172
2020,F,4,MT,1639
2020,F,4,PA,4564
2020,F,4,PB,3424
2020,F,4,PE,6062
2020,F,4,PI,2549
2020,F,4,PR,3016
2020,F,4,RJ,4457
2020,F,4,RN,1985
2020,F,4,RO,1425
2020,F,4,RR,139
2020,F,4,RS,794
2020,F,4,SC,847
2020,F,4,SE,1810
2020,F,4,SP,12246
2020,F,4,TO,1490
2020,F,5,AC,174
2020,F,5,AL,477
2020,F,5,AM,2670
2020,F,5,AP,161
2020,F,5,BA,1835
2020,F,5,CE,1120
2020,F,5,DF,295
2020,F,5,ES,310
2020,F,5,GO,499
2020,F,5,MA,443
2020,F,5,MG,1317
2020,F,5,MS,1184
2020,F,5,MT,371
2020,F,5,PA,1180
2020,F,5,PB,941
2020,F,5,PE,2534
2020,F,5,PI,363
2020,F,5,PR,335
2020,F,5,RJ,709
2020,F,5,RN,246
2020,F,5,RO,337
2020,F,5,RR,550
2020,F,5,RS,261
2020,F,5,SC,219
2020,F,5,SE,343
2020,F,5,SP,1938
2020,F,5,TO,265
2020,M,0,AC,344
2020,M,0,AL,978
2020,M,0,AM,1509
2020,M,0,AP,345
2020,M,0,BA,4036
2020,M,0,CE,4229
2020,M,0,DF,1183
2020,M,0,ES,729
2020,M,0,GO,2731
2020,M,0,MA,1575
2020,M,0,MG,4726
2020,M,0,MS,587
2020,M,0,MT,801
2020,M,0,PA,2141
2020,M,0,PB,1491
2020,M,0,PE,3600
2020,M,0,PI,1090
2020,M,0,PR,1815
2020,M,0,RJ,3457
2020,M,0,RN,1036
2020,M,0,RO,557
2020,M,0,RR,118
2020,M,0,RS,1992
2020,M,0,SC,978
2020,M,0,SE,931
2020,M,0,SP,6130
2020,M,0,TO,423
2020,M,1,AC,2670
2020,M,1,AL,9143
2020,M,1,AM,9647
2020,M,1,AP,3248
2020,M,1,BA,26736
2020,M,1,CE,29689
2020,M,1,DF,14910
2020,M,1,ES,14468
2020,M,1,GO,26240
2020,M,1,MA,16931
2020,M,1,MG,85685
2020,M,1,MS,13729
2020,M,1,MT,11529
2020,M,1,PA,19997
2020,M,1,PB,19542
2020,M,1,PE,36622
2020,M,1,PI,9547
2020,M,1,PR,59524
2020,M,1,RJ,62654
2020,M,1,RN,19639
2020,M,1,RO,5992
2020,M,1,RR,1056
2020,M,1,RS,71532
2020,M,1,SC,32585
2020,M,1,SE,6075
2020,M,1,SP,195935
2020,M,1,TO,4314
2020,M,2,AC,2333
2020,M,2,AL,5506
2020,M,2,AM,4877
2020,M,2,AP,3093
2020,M,2,BA,49553
2020,M,2,CE,13242
2020,M,2,DF,7714
2020,M,2,ES,6937
2020,M,2,GO,11309
2020,M,2,MA,15406
2020,M,2,MG,34093
2020,M,2,MS,3386
2020,M,2,MT,6252
2020,M,2,PA,18818
2020,M,2,PB,7718
2020,M,2,PE,17568
2020,M,2,PI,9202
2020,M,2,PR,5951
2020,M,2,RJ,28993
2020,M,2,RN,6140
2020,M,2,RO,3485
2020,M,2,RR,564
2020,M,2,RS,8166
2020,M,2,SC,3056
2020,M,2,SE,6272
2020,M,2,SP,43488
2020,M,2,TO,4272
2020,M,3,AC,11253
2020,M,3,AL,23555
2020,M,3,AM,50597
2020,M,3,AP,12881
2020,M,3,BA,81228
2020,M,3,CE,93652
2020,M,3,DF,21969
2020,M,3,ES,19367
2020,M,3,GO,41842
2020,M,3,MA,58483
2020,M,3,MG,94702
2020,M,3,MS,15007
2020,M,3,MT,19875
2020,M,3,PA,87191
2020,M,3,PB,38108
2020,M,3,PE,67022
2020,M,3,PI,32531
2020,M,3,PR,26965
2020,M,3,RJ,55485
2020,M,3,RN,27291
2020,M,3,RO,15792
2020,M,3,RR,4555
2020,M,3,RS,14403
2020,M,3,SC,10232
2020,M,3,SE,20542
2020,M,3,SP,112176
2020,M,3,TO,13485
2020,M,4,AC,459
2020,M,4,AL,1211
2020,M,4,AM,965
2020,M,4,AP,252
2020,M,4,BA,3047
2020,M,4,CE,2347
2020,M,4,DF,891
2020,M,4,ES,488
2020,M,4,GO,2577
2020,M,4,MA,1340
2020,M,4,MG,3337
2020,M,4,MS,654
2020,M,4,MT,756
2020,M,4,PA,1962
2020,M,4,PB,1636
2020,M,4,PE,2797
2020,M,4,PI,1258
2020,M,4,PR,1810
2020,M,4,RJ,1650
2020,M,4,RN,914
2020,M,4,RO,569
2020,M,4,RR,51
2020,M,4,RS,372
2020,M,4,SC,461
2020,M,4,SE,819
2020,M,4,SP,7519
2020,M,4,TO,639
2020,M,5,AC,178
2020,M,5,AL,327
2020,M,5,AM,2577
2020,M,5,AP,163
2020,M,5,BA,1255
2020,M,5,CE,904
2020,M,5,DF,221
2020,M,5,ES,239
2020,M,5,GO,428
2020,M,5,MA,384
2020,M,5,MG,889
2020,M,5,MS,961
2020,M,5,MT,468
2020,M,5,PA,941
2020,M,5,PB,719
2020,M,5,PE,1599
2020,M,5,PI,257
2020,M,5,PR,284
2020,M,5,RJ,579
2020,M,5,RN,204
2020,M,5,RO,322
2020,M,5,RR,358
2020,M,5,RS,234
2020,M,5,SC,189
2020,M,5,SE,230
2020,M,5,SP,1582
2020,M,5,TO,277
2021,F,0,AC,256
2021,F,0,AL,829
2021,F,0,AM,1265
2021,F,0,AP,229
2021,F,0,BA,4035
2021,F,0,CE,3158
2021,F,0,DF,1056
2021,F,0,ES,589
2021,F,0,GO,3045
2021,F,0,MA,1473
2021,F,0,MG,4139
2021,F,0,MS,471
2021,F,0,MT,806
2021,F,0,PA,2078
2021,F,0,PB,1151
2021,F,0,PE,3221
2021,F,0,PI,1027
2021,F,0,PR,1549
2021,F,0,RJ,3109
2021,F,0,RN,792
2021,F,0,RO,431
2021,F,0,RR,113
2021,F,0,RS,1609
2021,F,0,SC,916
2021,F,0,SE,787
2021,F,0,SP,4063
2021,F,0,TO,367
2021,F,1,AC,2507
2021,F,1,AL,9677
2021,F,1,AM,8437
2021,F,1,AP,2680
2021,F,1,BA,32112
2021,F,1,CE,31092
2021,F,1,DF,15542
2021,F,1,ES,15264
2021,F,1,GO,29287
2021,F,1,MA,16287
2021,F,1,MG,90091
2021,F,1,MS,12257
2021,F,1,MT,11822
2021,F,1,PA,21472
2021,F,1,PB,20204
2021,F,1,PE,37944
2021,F,1,PI,10164
2021,F,1,PR,60623
2021,F,1,RJ,67010
2021,F,1,RN,19183
2021,F,1,RO,5772
2021,F,1,RR,1133
2021,F,1,RS,75153
2021,F,1,SC,38634
2021,F,1,SE,7280
2021,F,1,SP,188447
2021,F,1,TO,4410
2021,F,2,AC,1210
2021,F,2,AL,3570
2021,F,2,AM,2454
2021,F,2,AP,1657
2021,F,2,BA,46682
2021,F,2,CE,7880
2021,F,2,DF,5484
2021,F,2,ES,5689
2021,F,2,GO,8744
2021,F,2,MA,10483
2021,F,2,MG,27187
2021,F,2,MS,1807
2021,F,2,MT,4425
2021,F,2,PA,14089
2021,F,2,PB,5235
2021,F,2,PE,13049
2021,F,2,PI,6796
2021,F,2,PR,4189
2021,F,2,RJ,26699
2021,F,2,RN,4099
2021,F,2,RO,2048
2021,F,2,RR,376
2021,F,2,RS,6730
2021,F,2,SC,2269
2021,F,2,SE,5067
2021,F,2,SP,30213
2021,F,2,TO,2805
2021,F,3,AC,7897
2021,F,3,AL,19667
2021,F,3,AM,37073
2021,F,3,AP,8221
2021,F,3,BA,83788
2021,F,3,CE,79294
2021,F,3,DF,17887
2021,F,3,ES,16897
2021,F,3,GO,39040
2021,F,3,MA,50114
2021,F,3,MG,80563
2021,F,3,MS,10629
2021,F,3,MT,17274
2021,F,3,PA,75334
2021,F,3,PB,31928
2021,F,3,PE,59139
2021,F,3,PI,29874
2021,F,3,PR,20815
2021,F,3,RJ,48281
2021,F,3,RN,22463
2021,F,3,RO,11886
2021,F,3,RR,3155
2021,F,3,RS,11472
2021,F,3,SC,8423
2021,F,3,SE,19307
2021,F,3,SP,82818
2021,F,3,TO,11260
2021,F,4,AC,439
2021,F,4,AL,1311
2021,F,4,AM,1048
2021,F,4,AP,227
2021,F,4,BA,4390
2021,F,4,CE,2337
2021,F,4,DF,1080
2021,F,4,ES,616
2021,F,4,GO,3338
2021,F,4,MA,1371
2021,F,4,MG,4243
2021,F,4,MS,678
2021,F,4,MT,880
2021,F,4,PA,2604
2021,F,4,PB,1860
2021,F,4,PE,3127
2021,F,4,PI,1411
2021,F,4,PR,1973
2021,F,4,RJ,2211
2021,F,4,RN,1122
2021,F,4,RO,623
2021,F,4,RR,77
2021,F,4,RS,387
2021,F,4,SC,472
2021,F,4,SE,1025
2021,F,4,SP,7372
2021,F,4,TO,739
2021,F,5,AC,72
2021,F,5,AL,241
2021,F,5,AM,1823
2021,F,5,AP,88
2021,F,5,BA,990
2021,F,5,CE,551
2021,F,5,DF,118
2021,F,5,ES,170
2021,F,5,GO,274
2021,F,5,MA,256
2021,F,5,MG,521
2021,F,5,MS,567
2021,F,5,MT,152
2021,F,5,PA,590
2021,F,5,PB,560
2021,F,5,PE,1608
2021,F,5,PI,192
2021,F,5,PR,125
2021,F,5,RJ,323
2021,F,5,RN,160
2021,F,5,RO,164
2021,F,5,RR,234
2021,F,5,RS,132
2021,F,5,SC,103
2021,F,5,SE,165
2021,F,5,SP,778
2021,F,5,TO,123
2021,F,6,ES,1
2021,F,6,MT,1
2021,M,0,AC,173
2021,M,0,AL,465
2021,M,0,AM,998
2021,M,0,AP,147
2021,M,0,BA,2309
2021,M,0,CE,2920
2021,M,0,DF,662
2021,M,0,ES,391
2021,M,0,GO,2270
2021,M,0,MA,991
2021,M,0,MG,2516
2021,M,0,MS,289
2021,M,0,MT,407
2021,M,0,PA,1340
2021,M,0,PB,852
2021,M,0,PE,2186
2021,M,0,PI,610
2021,M,0,PR,1034
2021,M,0,RJ,1995
2021,M,0,RN,582
2021,M,0,RO,267
2021,M,0,RR,59
2021,M,0,RS,1024
2021,M,0,SC,520
2021,M,0,SE,475
2021,M,0,SP,2888
2021,M,0,TO,215
2021,M,1,AC,1588
2021,M,1,AL,6023
2021,M,1,AM,5939
2021,M,1,AP,1797
2021,M,1,BA,19624
2021,M,1,CE,22916
2021,M,1,DF,10555
2021,M,1,ES,10278
2021,M,1,GO,19069
2021,M,1,MA,10374
2021,M,1,MG,55656
2021,M,1,MS,7637
2021,M,1,MT,7303
2021,M,1,PA,13643
2021,M,1,PB,13792
2021,M,1,PE,24706
2021,M,1,PI,6853
2021,M,1,PR,36879
2021,M,1,RJ,43990
2021,M,1,RN,13221
2021,M,1,RO,3342
2021,M,1,RR,658
2021,M,1,RS,43137
2021,M,1,SC,22309
2021,M,1,SE,4816
2021,M,1,SP,118906
2021,M,1,TO,2761
2021,M,2,AC,1004
2021,M,2,AL,2711
2021,M,2,AM,2382
2021,M,2,AP,1251
2021,M,2,BA,25913
2021,M,2,CE,7094
2021,M,2,DF,3642
2021,M,2,ES,3545
2021,M,2,GO,6124
2021,M,2,MA,7192
2021,M,2,MG,15336
2021,M,2,MS,1235
2021,M,2,MT,2789
2021,M,2,PA,9579
2021,M,2,PB,4114
2021,M,2,PE,9648
2021,M,2,PI,4607
2021,M,2,PR,2868
2021,M,2,RJ,14897
2021,M,2,RN,3333
2021,M,2,RO,1507
2021,M,2,RR,276
2021,M,2,RS,3703
2021,M,2,SC,1566
2021,M,2,SE,3360
2021,M,2,SP,18929
2021,M,2,TO,1761
2021,M,3,AC,4918
2021,M,3,AL,11444
2021,M,3,AM,26296
2021,M,3,AP,5289
2021,M,3,BA,44089
2021,M,3,CE,61687
2021,M,3,DF,10925
2021,M,3,ES,10399
2021,M,3,GO,24145
2021,M,3,MA,28545
2021,M,3,MG,45731
2021,M,3,MS,6217
2021,M,3,MT,9611
2021,M,3,PA,43831
2021,M,3,PB,21097
2021,M,3,PE,36765
2021,M,3,PI,17689
2021,M,3,PR,12853
2021,M,3,RJ,28721
2021,M,3,RN,15279
2021,M,3,RO,6358
2021,M,3,RR,1818
2021,M,3,RS,6858
2021,M,3,SC,5225
2021,M,3,SE,10997
2021,M,3,SP,50143
2021,M,3,TO,6025
2021,M,4,AC,189
2021,M,4,AL,504
2021,M,4,AM,496
2021,M,4,AP,120
2021,M,4,BA,1643
2021,M,4,CE,1149
2021,M,4,DF,459
2021,M,4,ES,219
2021,M,4,GO,1367
2021,M,4,MA,617
2021,M,4,MG,1522
2021,M,4,MS,337
2021,M,4,MT,412
2021,M,4,PA,1028
2021,M,4,PB,797
2021,M,4,PE,1269
2021,M,4,PI,635
2021,M,4,PR,1254
2021,M,4,RJ,845
2021,M,4,RN,479
2021,M,4,RO,231
2021,M,4,RR,21
2021,M,4,RS,185
2021,M,4,SC,227
2021,M,4,SE,414
2021,M,4,SP,4809
2021,M,4,TO,302
2021,M,5,AC,83
2021,M,5,AL,142
2021,M,5,AM,1567
2021,M,5,AP,68
2021,M,5,BA,619
2021,M,5,CE,439
2021,M,5,DF,91
2021,M,5,ES,122
2021,M,5,GO,212
2021,M,5,MA,202
2021,M,5,MG,323
2021,M,5,MS,366
2021,M,5,MT,203
2021,M,5,PA,390
2021,M,5,PB,412
2021,M,5,PE,954
2021,M,5,PI,111
2021,M,5,PR,120
2021,M,5,RJ,266
2021,M,5,RN,106
2021,M,5,RO,172
2021,M,5,RR,136
2021,M,5,RS,94
2021,M,5,SC,101
2021,M,5,SE,103
2021,M,5,SP,588
2021,M,5,TO,105
2021,M,6,ES,1
2021,M,6,MG,1
2021,M,6,RN,1
2022,F,0,AC,245
2022,F,0,AL,826
2022,F,0,AM,972
2022,F,0,AP,235
2022,F,0,BA,3499
2022,F,0,CE,3202
2022,F,0,DF,911
2022,F,0,ES,487
2022,F,0,GO,2222
2022,F,0,MA,1184
2022,F,0,MG,3368
2022,F,0,MS,431
2022,F,0,MT,672
2022,F,0,PA,2454
2022,F,0,PB,1097
2022,F,0,PE,2065
2022,F,0,PI,955
2022,F,0,PR,1647
2022,F,0,RJ,2963
2022,F,0,RN,731
2022,F,0,RO,387
2022,F,0,RR,89
2022,F,0,RS,1522
2022,F,0,SC,824
2022,F,0,SE,812
2022,F,0,SP,3963
2022,F,0,TO,293
2022,F,1,AC,2868
2022,F,1,AL,10654
2022,F,1,AM,8474
2022,F,1,AP,2875
2022,F,1,BA,33637
2022,F,1,CE,34223
2022,F,1,DF,15653
2022,F,1,ES,15558
2022,F,1,GO,30925
2022,F,1,MA,17491
2022,F,1,MG,87092
2022,F,1,MS,12678
2022,F,1,MT,12654
2022,F,1,PA,25250
2022,F,1,PB,20685
2022,F,1,PE,38550
2022,F,1,PI,11401
2022,F,1,PR,62036
2022,F,1,RJ,70538
2022,F,1,RN,20743
2022,F,1,RO,5769
2022,F,1,RR,1215
2022,F,1,RS,74807
2022,F,1,SC,39256
2022,F,1,SE,8436
2022,F,1,SP,198369
2022,F,1,TO,4329
2022,F,2,AC,1289
2022,F,2,AL,3906
2022,F,2,AM,2178
2022,F,2,AP,1602
2022,F,2,BA,44796
2022,F,2,CE,8081
2022,F,2,DF,4984
2022,F,2,ES,5462
2022,F,2,GO,8569
2022,F,2,MA,10385
2022,F,2,MG,23722
2022,F,2,MS,1843
2022,F,2,MT,4255
2022,F,2,PA,14001
2022,F,2,PB,4953
2022,F,2,PE,12614
2022,F,2,PI,6418
2022,F,2,PR,3970
2022,F,2,RJ,27854
2022,F,2,RN,4456
2022,F,2,RO,1726
2022,F,2,RR,384
2022,F,2,RS,6452
2022,F,2,SC,2233
2022,F,2,SE,5045
2022,F,2,SP,30974
2022,F,2,TO,2493
2022,F,3,AC,8514
2022,F,3,AL,21801
2022,F,3,AM,32891
2022,F,3,AP,8559
2022,F,3,BA,83726
2022,F,3,CE,77537
2022,F,3,DF,16884
2022,F,3,ES,16527
2022,F,3,GO,39312
2022,F,3,MA,51723
2022,F,3,MG,75078
2022,F,3,MS,10945
2022,F,3,MT,18011
2022,F,3,PA,80451
2022,F,3,PB,32222
2022,F,3,PE,57298
2022,F,3,PI,30786
2022,F,3,PR,21781
2022,F,3,RJ,51301
2022,F,3,RN,24695
2022,F,3,RO,11406
2022,F,3,RR,3155
2022,F,3,RS,11945
2022,F,3,SC,8887
2022,F,3,SE,20338
2022,F,3,SP,89364
2022,F,3,TO,10531
2022,F,4,AC,546
2022,F,4,AL,1348
2022,F,4,AM,925
2022,F,4,AP,213
2022,F,4,BA,4136
2022,F,4,CE,2251
